2021-04-02 14:41:17.299215; 75; 76; 77; 76; 76; 78; 654; 674; 655; 627; 648; 636; 717; 673; 719; 729; 711; 735; 730; 630
2021-04-02 14:51:26.227135; 72; 74; 74; 74; 75; 72; 641; 629; 630; 618; 643; 625; 672; 667; 714; 663; 701; 693; 712; 615
2021-04-02 15:01:35.758783; 70; 72; 72; 71; 72; 70; 634; 597; 582; 607; 614; 596; 685; 609; 665; 648; 668; 666; 669; 582
2021-04-02 15:11:46.480366; 71; 73; 72; 72; 74; 73; 643; 612; 625; 626; 630; 633; 682; 646; 695; 660; 701; 707; 699; 617
2021-04-02 15:21:56.072983; 75; 79; 76; 76; 75; 76; 652; 679; 655; 623; 686; 621; 712; 667; 733; 707; 718; 733; 731; 613
2021-04-02 15:32:04.863112; 70; 72; 72; 73; 71; 72; 622; 615; 624; 610; 619; 627; 656; 652; 705; 650; 684; 678; 685; 587
2021-04-02 15:42:13.618619; 71; 71; 73; 73; 71; 70; 611; 605; 626; 603; 614; 600; 666; 629; 692; 676; 685; 679; 698; 613
2021-04-02 15:52:25.459173; 67; 69; 66; 68; 67; 66; 594; 572; 608; 565; 591; 573; 643; 611; 655; 637; 630; 669; 622; 553
2021-04-02 16:02:36.485584; 67; 68; 67; 67; 67; 67; 589; 591; 595; 581; 567; 567; 670; 584; 669; 640; 622; 647; 615; 549
2021-04-02 16:12:47.299187; 68; 72; 69; 72; 72; 71; 610; 597; 610; 605; 625; 618; 649; 625; 675; 660; 701; 675; 672; 561
